DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
11/15/2017 08:00:41 AM,09/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,117671
11/15/2017 08:00:41 AM,09/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,374053
11/15/2017 08:00:41 AM,09/01/2017 12:00:00 AM,Terminal 7,Arrival,International,53860
11/15/2017 08:00:41 AM,09/01/2017 12:00:00 AM,Terminal 2,Arrival,International,96651
11/15/2017 08:00:41 AM,09/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,257974
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 3,Arrival,International,3924
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,323286
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 7,Arrival,International,55907
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,13694
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,686832
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,347771
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,122702
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 6,Departure,International,105922
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 7,Departure,International,41730
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,143928
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,372938
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,126545
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,325783
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,263307
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 6,Arrival,International,69319
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 4,Arrival,International,47957
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 3,Departure,International,22696
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,223879
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 4,Departure,International,76098
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,252630
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,416369
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,International,681638
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,269133
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 2,Departure,International,105056
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 5,Departure,International,2270
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 8,Arrival,International,4761
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,383484
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,133292
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,318036
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,289299
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,424096
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 5,Arrival,International,11252
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,3845
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 8,Departure,International,6654
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,3418
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 2,Arrival,International,97010
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,388989
12/15/2017 08:00:40 AM,10/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,21143
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,303708
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 2,Arrival,International,76511
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,24502
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,202484
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 6,Arrival,International,49993
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,3724
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,239806
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,12823
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 8,Departure,International,11444
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,411376
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 5,Arrival,International,11705
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 6,Departure,International,94427
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 3,Arrival,International,3127
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,126543
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,118945
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,314119
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,303750
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,4794
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,414405
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,657116
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 3,Departure,International,20212
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 7,Departure,International,49197
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,118801
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,137451
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 5,Departure,International,1245
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,261506
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 4,Arrival,International,44551
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,342013
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,316447
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 4,Departure,International,74994
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 2,Departure,International,105762
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,International,609473
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,260964
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,367380
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,343114
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 7,Arrival,International,71528
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,270942
01/15/2018 08:00:38 AM,11/01/2017 12:00:00 AM,Terminal 8,Arrival,International,5091
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,406238
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,4201
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,211693
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 7,Departure,International,56650
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 8,Departure,International,11169
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,267171
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,4382
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,128320
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,121300
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 4,Arrival,International,48278
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,14788
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 6,Departure,International,113122
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,336914
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,352592
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,700304
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,266711
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 8,Arrival,International,5085
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 4,Departure,International,82261
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,117076
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,349087
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,261583
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,International,690369
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 2,Departure,International,117454
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 5,Arrival,International,12660
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,339834
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,375843
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 6,Arrival,International,56224
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,106661
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,363441
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 2,Arrival,International,83805
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 3,Arrival,International,3135
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,393409
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 3,Departure,International,29153
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 5,Departure,International,4562
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,253464
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 7,Arrival,International,78118
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,299893
02/15/2018 08:00:37 AM,12/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,30983
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,30396
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 2,Arrival,Domestic,188857
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 6,Departure,Domestic,246790
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 3,Arrival,International,1886
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 7,Departure,Domestic,313654
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 4,Arrival,International,56177
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 2,Arrival,International,90336
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 5,Arrival,Domestic,343748
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 2,Departure,International,104254
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 7,Departure,International,45513
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 3,Departure,International,26113
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 3,Arrival,Domestic,282955
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 8,Arrival,International,5708
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 6,Arrival,International,57216
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 4,Departure,International,68399
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Misc. Terminal,Arrival,Domestic,110996
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 5,Arrival,International,12223
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 8,Departure,International,6687
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,766751
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 1,Arrival,Domestic,384416
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 5,Departure,International,1476
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 5,Departure,Domestic,354639
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 7,Arrival,International,73843
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Misc. Terminal,Departure,Domestic,111379
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Misc. Terminal,Arrival,International,4288
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 3,Departure,Domestic,254019
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 8,Departure,Domestic,91112
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,12865
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Misc. Terminal,Departure,International,4148
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 6,Departure,International,93868
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 8,Arrival,Domestic,96228
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,International,652035
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 6,Arrival,Domestic,242067
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 1,Departure,Domestic,390464
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 2,Departure,Domestic,223645
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 7,Arrival,Domestic,314613
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 4,Arrival,Domestic,322493
03/15/2018 08:00:35 AM,01/01/2018 12:00:00 AM,Terminal 4,Departure,Domestic,300850
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 4,Arrival,Domestic,299852
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 5,Departure,International,1437
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 8,Arrival,International,4405
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 7,Departure,Domestic,294087
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 5,Departure,Domestic,328169
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 1,Departure,Domestic,344725
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 6,Arrival,Domestic,230682
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 4,Departure,International,67230
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 8,Arrival,Domestic,91440
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Misc. Terminal,Departure,Domestic,103157
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 2,Arrival,Domestic,181130
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,International,582266
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 6,Arrival,International,54481
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Misc. Terminal,Arrival,International,4102
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 7,Arrival,Domestic,286693
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 7,Arrival,International,59071
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 3,Departure,Domestic,238210
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Misc. Terminal,Departure,International,4169
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 5,Arrival,International,9052
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 1,Arrival,Domestic,350204
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 3,Arrival,Domestic,270473
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 6,Departure,Domestic,232313
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 2,Departure,Domestic,219180
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 5,Arrival,Domestic,315370
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 8,Departure,Domestic,84014
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 4,Departure,Domestic,277116
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 3,Departure,International,18283
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 6,Departure,International,87651
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Misc. Terminal,Arrival,Domestic,106303
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 7,Departure,International,38730
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,607039
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 2,Arrival,International,75425
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 8,Departure,International,5671
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 3,Arrival,International,1572
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,9624
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,20040
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 4,Arrival,International,48949
04/15/2018 08:00:39 AM,02/01/2018 12:00:00 AM,Terminal 2,Departure,International,90964
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 5,Departure,Domestic,396888
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 7,Departure,Domestic,366663
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,22767
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Misc. Terminal,Arrival,Domestic,118267
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,715288
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,10501
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 6,Arrival,International,61063
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 7,Arrival,International,73152
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 6,Departure,Domestic,265983
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 6,Arrival,Domestic,260463
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 5,Arrival,International,13893
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 2,Departure,International,109685
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 2,Arrival,International,94082
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 1,Arrival,Domestic,417051
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 7,Arrival,Domestic,348330
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Misc. Terminal,Departure,International,4597
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 4,Arrival,International,56691
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Misc. Terminal,Arrival,International,4564
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,International,677571
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 8,Arrival,Domestic,106857
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 8,Departure,Domestic,100612
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 3,Arrival,Domestic,345144
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 2,Departure,Domestic,242129
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 3,Departure,International,28777
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 4,Departure,Domestic,343590
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 3,Departure,Domestic,318161
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 6,Departure,International,108013
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 2,Arrival,Domestic,202342
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 4,Departure,International,82713
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 7,Departure,International,48722
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 1,Departure,Domestic,417551
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 8,Departure,International,9555
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 8,Arrival,International,5230
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 5,Departure,International,2137
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 5,Arrival,Domestic,375045
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Terminal 4,Arrival,Domestic,357875
05/15/2018 08:00:38 AM,03/01/2018 12:00:00 AM,Misc. Terminal,Departure,Domestic,118135
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 5,Arrival,International,12849
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 8,Arrival,International,5250
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 7,Arrival,International,76387
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Misc. Terminal,Departure,International,5934
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 2,Arrival,Domestic,186350
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 6,Arrival,International,60167
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 4,Departure,Domestic,333620
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Misc. Terminal,Departure,Domestic,117662
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 2,Arrival,International,98565
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 1,Arrival,Domestic,402201
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 7,Departure,International,44181
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 7,Departure,Domestic,328970
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 6,Arrival,Domestic,255199
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,12638
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Misc. Terminal,Arrival,International,6072
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 1,Departure,Domestic,401799
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,12288
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,750901
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 3,Arrival,Domestic,359880
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Tom Bradley International Terminal,Departure,International,660882
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 4,Departure,International,63694
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 3,Departure,International,26647
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 2,Departure,Domestic,215667
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 8,Departure,International,10765
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 3,Departure,Domestic,338420
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 5,Departure,Domestic,386724
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Misc. Terminal,Arrival,Domestic,117475
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 4,Arrival,International,59121
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 5,Departure,International,985
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 8,Departure,Domestic,145135
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 6,Departure,Domestic,263737
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 6,Departure,International,99847
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 7,Arrival,Domestic,326230
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 2,Departure,International,104790
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 4,Arrival,Domestic,354404
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 5,Arrival,Domestic,364748
06/15/2018 08:00:37 AM,04/01/2018 12:00:00 AM,Terminal 8,Arrival,Domestic,150184
07/15/2018 08:00:37 AM,05/01/2018 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,14860
07/15/2018 08:00:37 AM,05/01/2018 12:00:00 AM,Terminal 5,Departure,Domestic,416328
07/15/2018 08:00:37 AM,05/01/2018 12:00:00 AM,Terminal 6,Departure,Domestic,275595
07/15/2018 08:00:37 AM,05/01/2018 12:00:00 AM,Terminal 4,Arrival,Domestic,375369
